ID,Seed,LnL,Probability,Message,Sensitivity for CIP,Specificity for CIP,Sensitivity for TET,Specificity for TET,prob CIP test positive-0,prob CIP test positive-1,prob CIP test positive-2,prob CIP test positive-3,prob CIP test positive-4,prob CIP test positive-5,prob CIP test positive-6,prob CIP test positive-7,prob TET test positive-0,prob TET test positive-1,prob TET test positive-2,prob TET test positive-3,prob TET test positive-4,prob TET test positive-5,prob TET test positive-6,prob TET test positive-7,Prob of receiving a rapid test,Prob Tx-CIP if susceptible to CIP and TET,Pop size,Annual survey size,Initial prevalence,Initial % I by symptom states-0,Initial % I by symptom states-1,Dirichlet dist. of % I by resistance profile,Initial % I by resistance profile-0,Initial % I by resistance profile-1,Initial % I by resistance profile-2,Initial % I by resistance profile-3,Initial % I by resistance profile-4,Initial % I by resistance profile-5,Initial % I by resistance profile-6,Initial % I by resistance profile-7,Transmission parameter,Relative infectivity by infectivity profile-0,Relative infectivity by infectivity profile-1,Relative infectivity by infectivity profile-2,Relative infectivity by infectivity profile-3,Relative infectivity by infectivity profile-4,Relative infectivity by infectivity profile-5,Relative infectivity by infectivity profile-6,Relative infectivity by infectivity profile-7,Exponent for the prob of resistance by antibiotics-0,Exponent for the prob of resistance by antibiotics-1,Exponent for the prob of resistance by antibiotics-2,Prob symptomatic,Time until natural recovery,Time until screened,Time until seeking treatment (symptomatic),Time until seeking retreatment (symptomatic),Survey size (over observation periods),Initial % Susceptible,Prob of resistance by antibiotics-0,Prob of resistance by antibiotics-1,Prob of resistance by antibiotics-2,Rate of natural recovery,Rate of screening,Rate of seeking treatment,Rate of seeking retreatment,"Infectivity of CIP-S, TET-S, CRO-S","Infectivity of CIP-NS, TET-S, CRO-S","Infectivity of CIP-S, TET-NS, CRO-S","Infectivity of CIP-S, TET-S, CRO-NS","Infectivity of CIP-NS, TET-NS, CRO-S","Infectivity of CIP-NS, TET-S, CRO-NS","Infectivity of CIP-S, TET-NS, CRO-NS","Infectivity of CIP-NS, TET-NS, CRO-NS",Size of S,Size of I,Size of I by Symp/Rest-0,Size of I by Symp/Rest-1,Size of I by Symp/Rest-2,Size of I by Symp/Rest-3,Size of I by Symp/Rest-4,Size of I by Symp/Rest-5,Size of I by Symp/Rest-6,Size of I by Symp/Rest-7,Size of I by Symp/Rest-8,Size of I by Symp/Rest-9,Size of I by Symp/Rest-10,Size of I by Symp/Rest-11,Size of I by Symp/Rest-12,Size of I by Symp/Rest-13,Size of I by Symp/Rest-14,Size of I by Symp/Rest-15
19,1438761505,-22.476973710349753,2.137173432659452e-05,Prevalence-LnL CALC|Rate of gonorrhea cases-LnL CALC|Proportion of cases symptomatic-LnL CALC|,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.05125367835225108,0.024339117214923524,0.9756608827850765,"[0.09125984568438719, 0.0018427546180914886, 0.5406715003178605, 0, 0.3662258993796609, 0, 0, 0]",0.09125984568438719,0.0018427546180914886,0.5406715003178605,0,0.3662258993796609,0,0,0,2.0115038915466856,1,0.9883744622532282,0.9814478674308444,0.9936626097127756,0.8747312455556338,0.9204777562995183,0.8361726756543802,0.8506789464703008,-4.504936498756383,-3.2358964308208398,-5.519624252512221,0.5095907773289629,1.4996394503079973,3.7961067729527693,0.02466332925092927,0.02421810112163066,1500,0.948746321647749,3.1265364865422373e-05,0.0005809029329047489,3.022565684760104e-06,0.6668269495008411,0.26342778531020045,40.54602644378685,41.291428877008,2.0115038915466856,1.9881190771277313,1.9741862046873393,1.9987562063216837,1.7595253044926367,1.8515445888786428,1.6819645910837904,1.7111440112818448,26375147.741807416,1424852.2581925797,3164.85915385683,63.906078052645086,18750.296301489707,0.0,12700.584592698493,0.0,0.0,0.0,126866.9380518486,2561.7470008298174,751626.7118667838,0.0,509117.2151470198,0.0,0.0,0.0
29,684869882,-23.003331419343038,1.2625410810974038e-05,Prevalence-LnL CALC|Rate of gonorrhea cases-LnL CALC|Proportion of cases symptomatic-LnL CALC|,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.03992903505128066,0.01860880064572683,0.9813911993542732,"[0.10145725513939129, 0.005123792976199352, 0.5821544402361963, 0, 0.31126451164821295, 0, 0, 0]",0.10145725513939129,0.005123792976199352,0.5821544402361963,0,0.31126451164821295,0,0,0,2.926012888816544,1,0.952518620648289,0.9896561113364668,0.9881159571860696,0.9800986947879645,0.8768763707307992,0.9881651950832389,0.7210228224026136,-4.486655284875292,-4.9211068538068075,-3.023212721446349,0.5301987957061467,1.1399740388963604,2.000223084492846,0.019448376980533,0.0104428410902793,1500,0.9600709649487194,3.260954319600117e-05,1.1992042146648733e-05,0.0009479540329328411,0.8772129591373212,0.49994423509693103,51.41817237504999,95.75938112577892,2.926012888816544,2.7870817608546496,2.8957465372665627,2.891240026371736,2.867781413261856,2.5657515626569922,2.8913840970934714,2.1097220714809293,26689972.825574394,1110027.1744256022,2095.728902052953,105.83847368632178,12025.141860828535,0.0,6429.565163657666,0.0,0.0,0.0,110524.58134530297,5581.710966025992,634182.1065138746,0.0,339082.5012001731,0.0,0.0,0.0
1,845705960,-29.740692291115224,1.4970864136656175e-08,Prevalence-LnL CALC|Rate of gonorrhea cases-LnL CALC|Proportion of cases symptomatic-LnL CALC|,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.04945099027763644,0.04770601693417068,0.9522939830658294,"[0.13045961722075258, 0.0060005081394503244, 0.5347874523837374, 0, 0.3287524222560597, 0, 0, 0]",0.13045961722075258,0.0060005081394503244,0.5347874523837374,0,0.3287524222560597,0,0,0,1.6225178356516183,1,0.9010082259023457,0.9124227267594106,0.9246307782111371,0.8247362613014643,0.9864070372876583,0.8546970187848979,0.8901526754006852,-4.540767053112139,-4.948192129581555,-3.665551492023658,0.4444654392067364,2.6429424765419944,2.3587998605324385,0.025721038223552907,0.02783692196978233,1500,0.9505490097223636,2.8789422077807196e-05,1.1266989002706876e-05,0.00021599739227892129,0.378366161532351,0.4239444035638851,38.878679441652324,35.92351198474906,1.6225178356516183,1.4619019165953784,1.4804221478210269,1.5002299290400058,1.3381492936702593,1.6004630112114966,1.386761157056763,1.4442885922906172,26425262.4702817,1374737.5297182929,8555.965935415195,393.5328366742422,35073.100188085446,0.0,21560.65291260597,0.0,0.0,0.0,170791.76597063628,7855.590900008207,700119.2810262729,0.0,430387.63994859473,0.0,0.0,0.0
22,472752430,-30.725891016807125,5.589597022851628e-09,Prevalence-LnL CALC|Rate of gonorrhea cases-LnL CALC|Proportion of cases symptomatic-LnL CALC|,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.04185079932122485,0.006685071199950066,0.9933149288000499,"[0.10651614260917862, 0.004193076285141254, 0.5740070026738546, 0, 0.3152837784318254, 0, 0, 0]",0.10651614260917862,0.004193076285141254,0.5740070026738546,0,0.3152837784318254,0,0,0,2.1552042071885937,1,0.9012187128337787,0.9531581050178729,0.9306159670127668,0.883851143626649,0.8613014887972703,0.8823429310750176,0.9286776401393773,-4.4873909724782886,-3.3773661733316898,-3.4472204624754275,0.440075647605183,3.142589912810091,1.1973294805934647,0.008553811149847636,0.020376485599257404,1500,0.9581492006787752,3.255434993558284e-05,0.0004194052153555424,0.0003570915204768939,0.3182088747640013,0.8351919970302102,116.90695322608478,49.07617631749235,2.1552042071885937,1.942310361496449,2.054250358050427,2.0056674473827965,1.904879703272604,1.8562805923136765,1.9016291972359933,2.0014899571503606,26636547.778869946,1163452.2211300507,828.4570930384821,32.612744932216316,4464.489242383961,0.0,2452.2018556397775,0.0,0.0,0.0,123097.9856118156,4845.831172383117,663365.2329627151,0.0,364365.41044714226,0.0,0.0,0.0
13,1928258088,-32.61232495715074,8.474471981719049e-10,Prevalence-LnL CALC|Rate of gonorrhea cases-LnL CALC|Proportion of cases symptomatic-LnL CALC|,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.0342047894172513,0.04307320572454904,0.9569267942754509,"[0.1217484205498395, 0.004558470765461839, 0.5444099805251209, 0, 0.3292831281595776, 0, 0, 0]",0.1217484205498395,0.004558470765461839,0.5444099805251209,0,0.3292831281595776,0,0,0,2.35688079841505,1,0.9216151209840697,0.9475253418294445,0.9495342073629855,0.8192889678949904,0.8505132718766548,0.9272438861097466,0.8971178956592625,-3.043171973279561,-4.06509041175123,-3.2585249571956103,0.7160354410708036,3.9154087887329614,2.5921543458874203,0.004647035390497864,0.007488047855098488,1500,0.9657952105827488,0.000905374017087401,8.608145285151032e-05,0.000551410514077939,0.25540117365972487,0.38577949711464865,215.19095852912457,133.54615506618543,2.35688079841505,2.1721369821763172,2.2332042841694744,2.237938940772075,1.9309664367849873,2.0045583992832468,2.1854033106198134,2.114399942193832,26849106.85420041,950893.1457995861,4986.5737679450185,186.7059189625456,22297.952742497448,0.0,13486.78366168416,0.0,0.0,0.0,110783.16484482284,4147.91268724291,495377.76624372613,0.0,299626.28593270486,0.0,0.0,0.0
20,721293702,-34.61591731528818,1.1427823996118085e-10,Prevalence-LnL CALC|Rate of gonorrhea cases-LnL CALC|Proportion of cases symptomatic-LnL CALC|,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.04186656945156178,0.03691091713505732,0.9630890828649427,"[0.0818850440968763, 0.0039285961511477405, 0.5333316056718359, 0, 0.3808547540801402, 0, 0, 0]",0.0818850440968763,0.0039285961511477405,0.5333316056718359,0,0.3808547540801402,0,0,0,2.098389889741685,1,0.9338366427665462,0.9882057913669324,0.9886938596255254,0.8875702142807202,0.9574719550761632,0.867289152179291,0.8588729437641345,-4.196190791218377,-3.853044712642289,-4.651017648365864,0.4610345020638786,4.744393833764872,1.1082620079514682,0.0037644619076920953,0.017567076067824414,1500,0.9581334305484382,6.365158297879639e-05,0.00014026692857833285,2.233481459303721e-05,0.2107750821365643,0.9023137063485721,265.6422151481078,56.92466954313385,2.098389889741685,1.959553369851638,2.0736410415885516,2.074665199087887,1.8624683640825241,2.0091494702430257,1.8199107884156618,1.8022503017673384,26636109.36924658,1163890.6307534173,3517.8036546244853,168.7735538336042,22912.07011306598,0.0,16361.623304484921,0.0,0.0,0.0,91787.43196856027,4403.682698501187,597827.58881306,0.0,426911.6566472871,0.0,0.0,0.0
18,1777293612,-39.094311129991766,1.2972444505903539e-12,Prevalence-LnL CALC|Rate of gonorrhea cases-LnL CALC|Proportion of cases symptomatic-LnL CALC|,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.03495544220667636,0.016742284002411217,0.9832577159975888,"[0.1053711501151436, 0.0005569066318389441, 0.5446714589106046, 0, 0.3494004843424129, 0, 0, 0]",0.1053711501151436,0.0005569066318389441,0.5446714589106046,0,0.3494004843424129,0,0,0,1.842157966414376,1,0.9248242015128282,0.9760191087546385,0.9012493411146864,0.9844074356441155,0.8505372380613743,0.8295835833544762,0.8629518438764407,-4.241072371950268,-4.821147093279729,-4.582192376383309,0.42869182717618304,2.796847605119251,1.5258414544132217,0.005496669382799522,0.021161696792566024,1500,0.9650445577933237,5.740207979334745e-05,1.5095687844826568e-05,2.6170235068659357e-05,0.35754540153336756,0.6553760858362315,181.9283515812784,47.25518987453284,1.842157966414376,1.7036722703496705,1.7979813765650163,1.6602436534601268,1.8134339997693545,1.5668239488268412,1.5282240068830328,1.5896936138289601,26828238.706654392,971761.2933456027,1714.3363014710073,9.060594426920291,8861.534237457547,0.0,5684.572422387045,0.0,0.0,0.0,100681.2688157346,532.1197144016355,520429.107121948,0.0,333849.29413777613,0.0,0.0,0.0
28,211685583,-55.297261038366244,1.191708633778465e-19,Prevalence-LnL CALC|Rate of gonorrhea cases-LnL CALC|Proportion of cases symptomatic-LnL CALC|,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.031633758038387846,0.023333491964717554,0.9766665080352824,"[0.11192809784906256, 0.0021945124868922943, 0.5623257813973398, 0, 0.3235516082667053, 0, 0, 0]",0.11192809784906256,0.0021945124868922943,0.5623257813973398,0,0.3235516082667053,0,0,0,2.5458265261419832,1,0.9766426835469848,0.9532887594304529,0.9503257266731249,0.9802121493213485,0.9443547619501838,0.9783679926886586,0.764185150747861,-3.746642037254922,-3.2303161964692535,-5.635997211021434,0.7919984583503004,4.455577747662629,3.2510280644277194,0.006987018597623299,0.022771862363260044,1500,0.9683662419616121,0.00017920823508426576,0.0005884150924121143,2.3120796379807528e-06,0.2244377848696714,0.30759500692776415,143.12256165171215,43.91384349895741,2.5458265261419832,2.4863628503364046,2.4269078108310307,2.4193644434395973,2.4954500909889354,2.404163403061276,2.490755188115073,1.9454828276577147,26920581.526532814,879418.473467182,2296.7538098120062,45.031185303861676,11538.870985920812,0.0,6639.247903233988,0.0,0.0,0.0,96134.88313869596,1884.863635923629,482980.80928176804,0.0,277898.01352652366,0.0,0.0,0.0
3,799898064,-inf,0.0,Infeasible trajectory,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.055825490253050565,0.031933518489064776,0.9680664815109352,"[0.11300407688263846, 0.001479434107909791, 0.5409881500363676, 0, 0.3445283389730841, 0, 0, 0]",0.11300407688263846,0.001479434107909791,0.5409881500363676,0,0.3445283389730841,0,0,0,2.4491364334617503,1,0.9308746480001495,0.9396411138626585,0.9303999795823806,0.9313378298371228,0.8721087440933635,0.9584219010200351,0.9277958574789533,-3.3791277884466444,-4.45736539917364,-3.9024869945202116,0.397828396635707,0.762340342880982,3.0576404638462584,0.03742332547475722,0.026323025061265458,1500,0.9441745097469494,0.00041770744074933483,3.488466853855162e-05,0.00012517367572596484,1.3117500724425415,0.3270495703546789,26.721302484850522,37.98955468349677,2.4491364334617503,2.2798390154030486,2.3013092863396176,2.278676487687277,2.2809734109152973,2.1359132990996264,2.3473059964158396,2.27229863736659,26248051.37096519,1551948.6290348056,5600.389414009365,73.31954160616061,26810.92923501119,0.0,17074.542048734977,0.0,0.0,0.0,169776.13277934515,2222.6861939117703,812774.8885380052,0.0,517615.74128418165,0.0,0.0,0.0
8,370939086,-inf,0.0,Infeasible trajectory,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.04582728146239991,0.017840360237729804,0.9821596397622702,"[0.11684494740800491, 0.0022817960349128755, 0.529430304315491, 0, 0.3514429522415913, 0, 0, 0]",0.11684494740800491,0.0022817960349128755,0.529430304315491,0,0.3514429522415913,0,0,0,2.492611093353719,1,0.9171636628102059,0.9839513316857557,0.9925320002559201,0.854888031507782,0.8087982077906298,0.9273752860553505,0.8527450208018725,-4.943253693078565,-4.607004282616737,-5.969028658894163,0.602352810081881,1.1952660286007877,4.709421797353048,0.010387259514742552,0.03742407656950704,1500,0.9541727185376001,1.139583905267238e-05,2.471699771243398e-05,1.0739185426096508e-06,0.8366338338676189,0.21234029208470018,96.2717835807133,26.72076619292713,2.492611093353719,2.286132320341649,2.4526080046800796,2.473996274346463,2.1309033909116213,2.0160193850235304,2.3115859257236453,2.1255616986528953,26526001.575345278,1273998.4246547173,2655.721001140581,51.86200845362594,12033.204764098968,0.0,7987.8030644472565,0.0,0.0,0.0,146204.55792552096,2855.1425454087575,662460.1688983041,0.0,439749.964447343,0.0,0.0,0.0
10,1768090081,-inf,0.0,Infeasible trajectory,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.0460126074914434,0.020168542303918027,0.9798314576960819,"[0.10103843857457026, 0.003441483475240266, 0.5509438183591276, 0, 0.3445762595910617, 0, 0, 0]",0.10103843857457026,0.003441483475240266,0.5509438183591276,0,0.3445762595910617,0,0,0,2.3796096281976666,1,0.9518647051126695,0.9793255704392787,0.9019640513205429,0.8748027797820779,0.8586428865125398,0.9006472295836556,0.9631596806455021,-3.2143427851433746,-3.341844410939648,-4.17421363026549,0.3335538244408326,3.0851094821060854,2.1804056369363014,0.02799401667160815,0.02373636363352745,1500,0.9539873925085566,0.0006104600035293569,0.00045515109203263476,6.695551729598465e-05,0.3241376054237591,0.45863025808587843,35.72191914189332,42.1294523221538,2.3796096281976666,2.265066417027641,2.3304125565574796,2.146322340810538,2.0816891175435157,2.043234879928676,2.1431888191268214,2.2919440495558265,26520849.51173787,1279150.4882621262,2606.650335732985,88.78545811586156,14213.579597589707,0.0,8889.585344153536,0.0,0.0,0.0,126636.7177001714,4313.389809583763,690526.4746614886,0.0,431875.3053552901,0.0,0.0,0.0
11,1148442202,-inf,0.0,Infeasible trajectory,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.040426397275554755,0.020661032705483796,0.9793389672945162,"[0.12662352681471808, 0.0016272318928031264, 0.5248703752581496, 0, 0.34687886603432916, 0, 0, 0]",0.12662352681471808,0.0016272318928031264,0.5248703752581496,0,0.34687886603432916,0,0,0,2.048741696041046,1,0.9134640086696608,0.9273075227152939,0.9491505173175949,0.8134188682830541,0.9071184526325782,0.8515587247298004,0.8133813645675054,-4.796341520736843,-3.029197195268736,-3.733952577397902,0.3032181077176319,4.888063887548507,4.0921865545908584,0.011060190886600504,0.00935139955615858,1500,0.9595736027244453,1.5983006617294406e-05,0.0009349810413004567,0.00018452168958569862,0.20457997747274254,0.24436813587546258,90.41435272256528,106.93586494669954,2.048741696041046,1.8714518023943334,1.899813586839352,1.9445642406474855,1.6664851517980124,1.8584513971565972,1.7446238659814814,1.6664083163722112,26676146.155739576,1123853.844260422,2940.195890899459,37.78429368628349,12187.48015798824,0.0,8054.520689874288,0.0,0.0,0.0,139366.1414936341,1790.9865245436729,577690.1088142935,0.0,381786.6263955025,0.0,0.0,0.0
12,1558326817,-inf,0.0,Infeasible trajectory,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.04521484962140081,0.03509016408120504,0.964909835918795,"[0.10759277607133848, 0.002265632534831824, 0.5629344247847858, 0, 0.3272071666090439, 0, 0, 0]",0.10759277607133848,0.002265632534831824,0.5629344247847858,0,0.3272071666090439,0,0,0,1.1670523880627346,1,0.9282860530748887,0.9203652531076337,0.9808285774179344,0.9029729674087624,0.9852499103266965,0.8002730968717021,0.8892746656495952,-4.182273699274588,-3.383979511783137,-5.845250761649452,0.5063425191030422,4.959427123731437,2.560523324631597,0.006268521018675856,0.03813909622613133,1500,0.9547851503785992,6.572435015237547e-05,0.00041306698832205535,1.4280691532323428e-06,0.20163619205429661,0.390545163318861,159.52726281377886,26.219813759373807,1.1670523880627346,1.0833584550463793,1.074114466529227,1.144678333555775,1.05381675797049,1.1498382606853663,0.9339606288064801,1.0378301221900499,26543027.180525057,1256972.8194749423,4745.635726370105,99.93112077520362,24829.563985699013,0.0,14432.251648146334,0.0,0.0,0.0,130495.55936715633,2747.9073944265147,682763.7071155381,0.0,396858.2631168308,0.0,0.0,0.0
14,206903558,-inf,0.0,Infeasible trajectory,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.05340879799362934,0.025519136777023495,0.9744808632229766,"[0.10772676006506848, 0.0003228046446968615, 0.5591269937494286, 0, 0.3328234415408059, 0, 0, 0]",0.10772676006506848,0.0003228046446968615,0.5591269937494286,0,0.3328234415408059,0,0,0,2.749132364779619,1,0.9644924947043085,0.9560232778626455,0.9062404799035023,0.9136939247827238,0.933406986964762,0.8493319942121448,0.8006465110212536,-4.094421672779463,-3.0052751466669587,-5.050830759215665,0.7319005134920418,3.9539869789799327,3.832207779891467,0.019491903031472777,0.0356105055650171,1500,0.9465912020063707,8.045968486043255e-05,0.000987926996566955,8.895476993293812e-06,0.25290928000425145,0.26094618492432614,51.30335393036488,28.081600756108774,2.749132364779619,2.6515175327786498,2.628234534654897,2.4913750335761318,2.5118655401227006,2.566059357376255,2.334926073731423,2.20108323619641,26315235.415777102,1484764.5842228953,4081.7572980168175,12.231039098635149,21185.27175491438,0.0,12610.65041443465,0.0,0.0,0.0,155867.12081967422,467.0578649699199,808986.6866472536,0.0,481553.8083845332,0.0,0.0,0.0
15,1537761192,-inf,0.0,Infeasible trajectory,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.05907351464045875,0.04785757619347625,0.9521424238065237,"[0.11530215077302204, 0.006574679502501098, 0.5488955394907918, 0, 0.3292276302336852, 0, 0, 0]",0.11530215077302204,0.006574679502501098,0.5488955394907918,0,0.3292276302336852,0,0,0,0.8099618343205537,1,0.9583541940664153,0.9894623237558244,0.9189470987020543,0.9933533643019843,0.9730125097552579,0.9997577864603185,0.9594279030099089,-4.0553264650511895,-3.210537981842678,-4.243607052527404,0.48737453419170634,2.601466466289751,4.272741693834896,0.003710066503532341,0.03536925127387898,1500,0.9409264853595413,8.803868254891528e-05,0.0006158316683241758,5.7068038751336975e-05,0.3843985740189895,0.23404176326476553,269.5369473964695,28.273145853628048,0.8099618343205537,0.7762303209548296,0.8014267187403451,0.7443120777082668,0.8045783130785285,0.7881029972182143,0.809765650597656,0.7770999842202281,26157756.292995244,1642243.707004753,9062.034562100023,516.7290678183588,43139.78808287692,0.0,25875.251623441556,0.0,0.0,0.0,180292.19694900862,10280.49697073721,858280.4574488548,0.0,514796.75229991565,0.0,0.0,0.0
16,5458911,-inf,0.0,Infeasible trajectory,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.03010193663333081,0.01609167525848165,0.9839083247415183,"[0.09589542944343954, 0.0022684914560795566, 0.5724228671452778, 0, 0.3294132119552029, 0, 0, 0]",0.09589542944343954,0.0022684914560795566,0.5724228671452778,0,0.3294132119552029,0,0,0,1.2445441603525547,1,0.998456207031598,0.9746387273326151,0.9098938995269128,0.9899315199444346,0.9102664483510496,0.8529777801351319,0.9133543663248188,-3.700299495503308,-4.669043479705347,-5.052769777228755,0.5514032502307076,0.7590825254945978,2.874139865512662,0.028899870655232134,0.006741960760342997,1500,0.9698980633666692,0.0001993886828711291,2.142676074820597e-05,8.85584940659593e-06,1.3173798189444907,0.3479301797380099,34.602230990226126,148.32480276095896,1.2445441603525547,1.2426228418289367,1.212980936555252,1.1324031391966334,1.2320134922957746,1.1328667926601592,1.0615685151776637,1.1367098429420612,26963166.1615934,836833.8384065964,1291.3334505842404,30.547638366100337,7708.279742988373,0.0,4435.8975410089415,0.0,0.0,0.0,78957.20685621822,1867.802774217524,471314.54536190367,0.0,271228.22504130926,0.0,0.0,0.0
17,849337149,-inf,0.0,Infeasible trajectory,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.0551773924686277,0.04969667966902295,0.9503033203309771,"[0.09718542848062349, 0.0008057885957805297, 0.5486569788828921, 0, 0.35335180404070377, 0, 0, 0]",0.09718542848062349,0.0008057885957805297,0.5486569788828921,0,0.35335180404070377,0,0,0,2.3861725710461434,1,0.9203531940321763,0.901345985857464,0.9059961338174538,0.9264676693186529,0.8973480188408332,0.9855713671248034,0.7129457604371139,-4.088768770178716,-3.2694272168614793,-5.400445216163274,0.7806304243775919,3.3104100534296275,3.781806891805744,0.011753846269491833,0.005597123721428437,1500,0.9448226075313723,8.151381695363799e-05,0.0005377405451702024,3.976992608633689e-06,0.30207738130929945,0.2644238663181763,85.07853319432891,178.66319377067316,2.3861725710461434,2.1961215472742883,2.1507670684756257,2.1618631239890598,2.2107117404892183,2.141227229240594,2.351743363041655,1.7012116181986758,26266068.489372145,1533931.5106278497,7408.571837711608,61.42631453272897,41824.83635523762,0.0,26936.46841041076,0.0,0.0,0.0,141667.21928258604,1174.598203439593,799777.3920791094,0.0,515080.99814482196,0.0,0.0,0.0
21,1084478975,-inf,0.0,Infeasible trajectory,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.04728756860356685,0.007077933271722159,0.9929220667282779,"[0.10711624087051104, 0.008917306022214055, 0.541957633407921, 0, 0.3420088196993539, 0, 0, 0]",0.10711624087051104,0.008917306022214055,0.541957633407921,0,0.3420088196993539,0,0,0,2.4705619201682496,1,0.911531027446105,0.9568336688388447,0.99664616433726,0.9013641648343031,0.849714317652356,0.9715371948532422,0.8395911738086603,-4.671013102301137,-4.154532642251812,-3.77864785089227,0.6742729530898781,1.3895184794367677,3.4511775063399552,0.03350223743968821,0.013282710953285001,1500,0.9527124313964331,2.132980561937021e-05,7.005955230322997e-05,0.000166476198096429,0.7196737681425752,0.28975617688831096,29.84875269301735,75.28583611560755,2.4705619201682496,2.251993845460187,2.3639168261681274,2.462276061493382,2.226875981843887,2.0992718362136586,2.400242797631501,2.0742619825210387,26485405.592820838,1314594.4071791582,996.6750059328348,82.97206810439758,5042.705224739538,0.0,3182.259194616462,0.0,0.0,0.0,139817.73616049657,11639.668555803226,707411.768581366,0.0,446420.6223880994,0.0,0.0,0.0
23,1020334354,-inf,0.0,Infeasible trajectory,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.05829662946112296,0.049140143103836645,0.9508598568961634,"[0.11701927046394832, 0.0030460259497978714, 0.536592890219491, 0, 0.3433418133667629, 0, 0, 0]",0.11701927046394832,0.0030460259497978714,0.536592890219491,0,0.3433418133667629,0,0,0,0.7774134452316104,1,0.9574437109196761,0.9484242949291665,0.9921462990576897,0.8977323065282797,0.8484486535819722,0.9783793779818947,0.8658332735295368,-4.768785601347998,-4.705148438846726,-5.854276821464484,0.43951947630090943,2.537313115115969,4.735606704368662,0.008644071316997966,0.006902124113112116,1500,0.9417033705388771,1.7029990223780257e-05,1.9717486908798685e-05,1.3986955029020505e-06,0.39411769640984756,0.21116618469973159,115.68622739536744,144.88293510982774,0.7774134452316104,0.7443296139214034,0.7373177986622442,0.7713078725242302,0.69790916531387,0.6595953908832821,0.7606052829804647,0.6731104281707605,26179353.70098078,1620646.2990192182,9319.273229829294,242.5818241625608,42733.60906552438,0.0,27343.32693499138,0.0,0.0,0.0,180327.57436149748,4693.948858093859,826893.6725487193,0.0,529092.3121964001,0.0,0.0,0.0
24,268892428,-inf,0.0,Infeasible trajectory,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.051947698092131796,0.04568800970519748,0.9543119902948025,"[0.11040914550955198, 0.006092090782188507, 0.506134594266171, 0, 0.3773641694420884, 0, 0, 0]",0.11040914550955198,0.006092090782188507,0.506134594266171,0,0.3773641694420884,0,0,0,0.5574279867607566,1,0.9297409952642128,0.9918156726035803,0.9861466575551779,0.9936186719172295,0.9664575267320149,0.8569539738250204,0.9946911832940957,-3.5963296847134707,-4.73247528475041,-3.1127028859851444,0.3549714030268809,0.24212951003684352,1.8099830723049817,0.035456045515513256,0.02908704848365374,1500,0.9480523019078682,0.0002533204875915223,1.851504258398709e-05,0.0007714310479329366,4.13002116036098,0.5524913549199759,28.203934913228412,34.37956245584619,0.5574279867607566,0.5182636511990723,0.5528658136171795,0.5497057459718321,0.553870855894718,0.5387304734160071,0.4776901283759112,0.5544687037523024,26355853.993038733,1444146.0069612637,7284.81273086132,401.95710493756377,33394.8398823587,0.0,24898.547063610808,0.0,0.0,0.0,152162.11388876333,8395.911472205491,697537.4134120914,0.0,520070.41140643484,0.0,0.0,0.0
