ID,Seed,LnL,Probability,Message,Sensitivity distribution for CIP,Specificity distribution for CIP,Sensitivity distribution for TET,Specificity distribution for TET,Sensitivity for CIP,Specificity for CIP,Sensitivity for TET,Specificity for TET,prob CIP test positive-0,prob CIP test positive-1,prob CIP test positive-2,prob CIP test positive-3,prob CIP test positive-4,prob CIP test positive-5,prob CIP test positive-6,prob CIP test positive-7,prob TET test positive-0,prob TET test positive-1,prob TET test positive-2,prob TET test positive-3,prob TET test positive-4,prob TET test positive-5,prob TET test positive-6,prob TET test positive-7,Prob of receiving a rapid test,Prob Tx-CIP if susceptible to CIP and TET,Pop size,Annual survey size,Initial prevalence,Initial % I by symptom states-0,Initial % I by symptom states-1,Dirichlet dist. of % I by resistance profile,Constant dist. of % I-0,Constant dist. of % I-1,Constant dist. of % I-2,Constant dist. of % I-3,Constant dist. of % I-4,Constant dist. of % I-5,Constant dist. of % I-6,Constant dist. of % I-7,Constant dist. of % I by resistance profile,Initial % I by resistance profile-0,Initial % I by resistance profile-1,Initial % I by resistance profile-2,Initial % I by resistance profile-3,Initial % I by resistance profile-4,Initial % I by resistance profile-5,Initial % I by resistance profile-6,Initial % I by resistance profile-7,Transmission parameter,Fitness-f_min-0,Fitness-f_min-1,Fitness-f_min-2,Fitness-f_min-3,Fitness-f_min-4,Fitness-f_min-5,Fitness-f_min-6,Fitness-f_min-7,Fitness-b-0,Fitness-b-1,Fitness-b-2,Fitness-b-3,Fitness-b-4,Fitness-b-5,Fitness-b-6,Fitness-b-7,Fitness-t_mid-0,Fitness-t_mid-1,Fitness-t_mid-2,Fitness-t_mid-3,Fitness-t_mid-4,Fitness-t_mid-5,Fitness-t_mid-6,Fitness-t_mid-7,Relative infectivity by infectivity profile-0,Relative infectivity by infectivity profile-1,Relative infectivity by infectivity profile-2,Relative infectivity by infectivity profile-3,Relative infectivity by infectivity profile-4,Relative infectivity by infectivity profile-5,Relative infectivity by infectivity profile-6,Relative infectivity by infectivity profile-7,Exponent for the prob of resistance by antibiotics-0,Exponent for the prob of resistance by antibiotics-1,Exponent for the prob of resistance by antibiotics-2,Prob symptomatic,Time until natural recovery,Time until screened,Time until seeking treatment (symptomatic),Time until seeking retreatment (symptomatic),Survey size (over observation periods),Initial % Susceptible,Prob of resistance by antibiotics-0,Prob of resistance by antibiotics-1,Prob of resistance by antibiotics-2,Rate of natural recovery,Rate of screening,Rate of seeking treatment,Rate of seeking retreatment,"Infectivity of CIP-S, TET-S, CRO-S","Infectivity of CIP-NS, TET-S, CRO-S","Infectivity of CIP-S, TET-NS, CRO-S","Infectivity of CIP-S, TET-S, CRO-NS","Infectivity of CIP-NS, TET-NS, CRO-S","Infectivity of CIP-NS, TET-S, CRO-NS","Infectivity of CIP-S, TET-NS, CRO-NS","Infectivity of CIP-NS, TET-NS, CRO-NS",Size of S,Size of I,Size of I by Symp/Rest-0,Size of I by Symp/Rest-1,Size of I by Symp/Rest-2,Size of I by Symp/Rest-3,Size of I by Symp/Rest-4,Size of I by Symp/Rest-5,Size of I by Symp/Rest-6,Size of I by Symp/Rest-7,Size of I by Symp/Rest-8,Size of I by Symp/Rest-9,Size of I by Symp/Rest-10,Size of I by Symp/Rest-11,Size of I by Symp/Rest-12,Size of I by Symp/Rest-13,Size of I by Symp/Rest-14,Size of I by Symp/Rest-15
26,2113951890,-42.729526365916044,1.620452427606989e-13,Prevalence-LnL CALC|Rate of gonorrhea cases-LnL CALC|Proportion of cases symptomatic-LnL CALC|,0.9811247622383984,0.9860170250970189,0.8534734358976491,0.9613353765573031,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.04123175398020023,0.01618300710716795,0.9838169928928321,"[0.12170848090794081, 0.007124108625384218, 0.5694439549706668, 0, 0.3017234554960082, 0, 0, 0]",0.8,0.2,0.0,0,0,0,0,0,"[0.8, 0.2, 0.0, 0, 0, 0, 0, 0]",0.12170848090794081,0.007124108625384218,0.5694439549706668,0,0.3017234554960082,0,0,0,2.138808834422143,1,0.9915162942997595,0.9192608954151783,0.9822040292262422,0.8187306356906715,0.8690581842780976,0.8493976014746203,0.9988901996446293,0.4379889182832334,0.23222272306977937,0.26814960022653495,0.30119193532784505,0.44562356947104587,0.1964197010819173,0.4287129248018954,0.2709493034415387,8.88407072550302,11.86774555514214,11.821656815329932,8.352526664463646,12.651873664682753,8.295573583775383,11.907700408429996,10.664555888778246,1.0,0.9972279369490038,0.9757751635178488,0.9978718823902738,0.9525848954529021,0.972244541661022,0.9681866780390909,0.9997370329235795,-4.955852356439186,-3.5971723091685224,-4.398514758849867,0.4465790497862671,2.9854363256513974,1.2206738596379627,0.02132893731697965,0.008703560899415872,1500,0.9587682460197998,1.1070000578157835e-05,0.00025282946800172146,3.994709856522983e-05,0.334959413271629,0.8192196401228646,46.88466120644065,114.89550214638167,2.138808834422143,2.132879921479097,2.086996540141686,2.1342571976777713,2.0373969899317608,2.079445214923301,2.0707662203598347,2.1382463981159328,26653757.23935043,1146242.7606495663,2257.650300031635,132.14975534632003,10562.988759699885,0.0,5596.865927053905,0.0,0.0,0.0,137249.81485035148,8033.808182581473,642158.0222210846,0.0,340251.4606534171,0.0,0.0,0.0
0,1955601272,-inf,0.0,Infeasible trajectory,0.9749415124433878,0.9790125764894783,0.853345553745996,0.9828314149034476,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.03901437613913071,0.04091994356519829,0.9590800564348017,"[0.10855672990265397, 0.004075527693857191, 0.543532933748903, 0, 0.34383480865458593, 0, 0, 0]",0.8,0.2,0.0,0,0,0,0,0,"[0.8, 0.2, 0.0, 0, 0, 0, 0, 0]",0.10855672990265397,0.004075527693857191,0.543532933748903,0,0.34383480865458593,0,0,0,2.2588522525517774,1,0.9339833307223626,0.9332407666669111,0.9421118249146372,0.823926479472961,0.9757342338745356,0.9615035629235278,0.9083046104426258,0.47623744712061455,0.28501401376002744,0.25314490374061555,0.33875857482714566,0.44284093629342736,0.3568823950652683,0.46166631409035697,0.4660079367795914,12.073672293884789,10.642697618954124,10.910887661013403,12.213222382322035,12.414027713988883,11.223304147991511,11.215894452218585,7.810144536854002,1.0,0.939137691447381,0.9395453650990407,0.9438649996239313,0.8256439039672003,0.9765986472613043,0.96203777907592,0.9139901533802137,-4.7325365525481145,-3.7472839917589518,-4.121829241697264,0.5036930388879708,4.069274439105431,3.9347659744545753,0.013950583994976359,0.007374682197761308,1500,0.9609856238608693,1.8512430771222012e-05,0.00017894353324194353,7.553891773717546e-05,0.24574405461329243,0.2541447208022624,71.68158697586442,135.59906355063876,2.2588522525517774,2.1213732897821926,2.1222941643285504,2.1320515805053,1.8650075922819538,2.205992054205216,2.173101204305551,2.0645687167730404,26715400.343332164,1084599.6566678337,4817.938379211977,180.8790787027548,24122.946446736132,0.0,15259.992837030333,0.0,0.0,0.0,112922.65360218927,4239.436858795002,565392.6868849844,0.0,357663.12258018384,0.0,0.0,0.0
1,441084873,-inf,0.0,Infeasible trajectory,0.9592109080474321,0.9814880845077009,0.8645110186832057,0.9585931024498688,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.055882924947702896,0.045895032762545335,0.9541049672374546,"[0.09107694689300741, 0.006877446361500851, 0.5685179113182717, 0, 0.33352769542722027, 0, 0, 0]",0.8,0.2,0.0,0,0,0,0,0,"[0.8, 0.2, 0.0, 0, 0, 0, 0, 0]",0.09107694689300741,0.006877446361500851,0.5685179113182717,0,0.33352769542722027,0,0,0,1.032757035135539,1,0.9489264101891739,0.9001380983745693,0.9998803113483568,0.9176641767064655,0.8117053063077714,0.9355477293377634,0.962806336187715,0.2996552565411592,0.37750313639614264,0.47074581922806014,0.19545951333444447,0.49537593275365965,0.24099309124673385,0.1612901512377367,0.26610206353292104,8.537116529523532,11.779584604713381,7.061582048337674,7.534685248354066,9.978613265124975,12.562772615960727,9.178259790831635,12.157234518701259,1.0,0.9497784328845207,0.9055344239969033,0.9999063287595397,0.918607792826699,0.8225892112313897,0.9491121442445797,0.9646143448278031,-3.903752412869439,-4.640776051058296,-4.259983063116691,0.5715741383720279,1.7820164564745853,2.273584091962692,0.03696323465233244,0.037252466906758396,1500,0.9441170750522971,0.00012480948383947785,2.2867777026011442e-05,5.4956230560850895e-05,0.5611620455954313,0.43983418230936905,27.053909361714865,26.84385983089293,1.032757035135539,0.9808903583814962,0.93519704694021,1.0326602955029638,0.9486986605721032,0.8495347949258117,0.9802022441011662,0.9962122508135725,26246454.686453857,1553545.3135461402,6493.787503236806,490.362015417148,40535.33450371216,0.0,23780.52904093277,0.0,0.0,0.0,134998.37651448554,10194.062548657452,842683.0022918289,0.0,494369.85912786965,0.0,0.0,0.0
2,308624556,-inf,0.0,Infeasible trajectory,0.9822912137587584,0.973900094248889,0.8384502009059663,0.9746476879587598,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.040857821077822966,0.04245787047451033,0.9575421295254897,"[0.09621200182803458, 0.000772576370871617, 0.5478226060550849, 0, 0.355192815746009, 0, 0, 0]",0.8,0.2,0.0,0,0,0,0,0,"[0.8, 0.2, 0.0, 0, 0, 0, 0, 0]",0.09621200182803458,0.000772576370871617,0.5478226060550849,0,0.355192815746009,0,0,0,2.7876051205722012,1,0.9221450588920177,0.9920240203599688,0.9889535892452233,0.8032749369417894,0.8262948589704816,0.8056607229944155,0.8205775945187805,0.18096732373322572,0.21085844958376448,0.10144501186563022,0.35280487388415727,0.2857390387986488,0.12316343296638595,0.38605641069794283,0.37310260268493567,10.293338010994269,10.576535816548365,7.0051666895367575,10.903700849523528,11.018203448005284,10.209278519063783,8.539981572771229,10.948817516824839,1.0,0.931236429199163,0.9948299543313683,0.9892771144220075,0.8138496728613221,0.8684952052863459,0.8156220031839504,0.824826544537066,-4.390354631935894,-3.650774707530474,-4.601809731855835,0.5858531519494496,1.0455021783415885,1.0697715001324584,0.03782682494269724,0.011360464877854828,1500,0.959142178922177,4.0704775898644415e-05,0.00022347312003586538,2.5014410244755377e-05,0.9564781601758442,0.9347790625158556,26.436265838194746,88.02456684227062,2.7876051205722012,2.5959194384989592,2.7731930747927316,2.7577139498276795,2.2686915154442326,2.421021681448623,2.273632072526936,2.2992906991354003,26664152.574036516,1135847.4259634784,4639.887566165816,37.25800761871491,26419.108323332835,0.0,17129.408993245965,0.0,0.0,0.0,104642.26705700075,840.2708745960169,595823.78864894,0.0,386315.4364925785,0.0,0.0,0.0
3,799898064,-inf,0.0,Infeasible trajectory,0.971859326355067,0.9893313274435008,0.8548315086720567,0.9556450270198961,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.04970067447556842,0.018027186023340847,0.9819728139766591,"[0.11903231437544119, 0.005627447282420531, 0.5042612118483825, 0, 0.37107902649375574, 0, 0, 0]",0.8,0.2,0.0,0,0,0,0,0,"[0.8, 0.2, 0.0, 0, 0, 0, 0, 0]",0.11903231437544119,0.005627447282420531,0.5042612118483825,0,0.37107902649375574,0,0,0,2.927325090925313,1,0.9660121624792356,0.9999860404475931,0.9817261976058691,0.9933431749190134,0.9595767821987443,0.841359586639002,0.9112261472031585,0.10582297307165126,0.4339999991690472,0.3076031779344766,0.23981313655148417,0.2843097100574081,0.23695159893621828,0.14460396079385762,0.36765788237735764,12.626958331392576,9.618628188608218,11.440085761300374,8.021365649823723,7.394640159854963,8.201985313469514,12.045467427294898,11.184936272228223,1.0,0.9667940062146861,0.9999865781577503,0.9845765955517315,0.9942685491230494,0.9657624988643825,0.8680082775463394,0.9132626661561561,-3.8165221461484182,-4.497590209767613,-3.5850076367426764,0.6577707268412312,4.258362066466172,0.923033845559402,0.031743251676832285,0.01871729283443186,1500,0.9502993255244316,0.00015257305906468598,3.179873110264326e-05,0.00026001138417118644,0.23483207496018677,1.0833838919459695,31.502758765254253,53.426529618665,2.927325090925313,2.8301203521484535,2.9272858008297287,2.8821757720964074,2.9105472709658096,2.827100794800436,2.540942409992262,2.6734167172442636,26418321.249579195,1381678.7504208018,2964.8306824913666,140.16721807490447,12560.027255815692,0.0,9242.754701950958,0.0,0.0,0.0,161499.58870346428,7635.157111158833,684166.9738165366,0.0,503469.2509313091,0.0,0.0,0.0
5,1043548694,-inf,0.0,Infeasible trajectory,0.9695739590046536,0.990140093109647,0.8525405987506928,0.9589260237050378,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.03978238117282437,0.03168157759413374,0.9683184224058663,"[0.09276988725563375, 0.0003609097327979585, 0.5249511611114559, 0, 0.3819180419001124, 0, 0, 0]",0.8,0.2,0.0,0,0,0,0,0,"[0.8, 0.2, 0.0, 0, 0, 0, 0, 0]",0.09276988725563375,0.0003609097327979585,0.5249511611114559,0,0.3819180419001124,0,0,0,1.6501153109843116,1,0.9213131498840574,0.9215223735128312,0.9410445046981368,0.8651234335722363,0.8687341223417716,0.8583775535820768,0.9432847883313229,0.37572136553806823,0.1063724405311795,0.3098309704909861,0.41018974259751895,0.4281137014599111,0.48468569011279916,0.14313662846126665,0.1871005957149887,10.29804809619299,11.650766526454586,12.241031098303536,11.435360355494629,11.363598356666504,11.900830945150194,9.407303035083984,7.200021465633688,1.0,0.9404529957826805,0.923847918807175,0.94184284752154,0.8666880805615528,0.8693907830237709,0.8910050633398773,0.9567835238611123,-3.580887211115174,-3.674079208822791,-4.323273772693872,0.3179972559792983,1.0846816490790179,4.237111442304824,0.034923499844440195,0.004744205119058275,1500,0.9602176188271756,0.0002624900157203983,0.00021179748130679708,4.750356762083682e-05,0.9219294904169169,0.2360098415197781,28.634014473185726,210.78346633513604,1.6501153109843116,1.5518558876020654,1.5244555958447106,1.5541493032363556,1.4301352715822229,1.434595042296164,1.4702610971816779,1.578803142020745,26694049.80339548,1105950.1966045173,3250.4942209467204,12.645644351281097,18393.368429672577,0.0,13381.7386740029,0.0,0.0,0.0,99348.38082840033,386.5025455931049,562176.4714093118,0.0,409000.5948522387,0.0,0.0,0.0
6,1181934884,-inf,0.0,Infeasible trajectory,0.9912187601068472,0.9858376094523373,0.8352801823393122,0.9582639013306087,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.04448436013019443,0.025409669176048772,0.9745903308239512,"[0.09752931042437722, 0.002833120326215875, 0.561261875375891, 0, 0.33837569387351585, 0, 0, 0]",0.8,0.2,0.0,0,0,0,0,0,"[0.8, 0.2, 0.0, 0, 0, 0, 0, 0]",0.09752931042437722,0.002833120326215875,0.561261875375891,0,0.33837569387351585,0,0,0,2.6783900498864988,1,0.9865837683971416,0.9169513594702934,0.9158925434486161,0.9277639534739153,0.855424531931855,0.8051875702288723,0.9685021888032352,0.2271329370104933,0.29249920209118163,0.4651350715292415,0.3236809059275763,0.2961649152882381,0.2242880227754731,0.2616046767804359,0.19278842960959577,9.62572427945419,11.255986626922745,11.957273488962294,8.48283927641625,10.607829049120754,12.366230877532804,8.612998206085072,11.432735624776686,1.0,0.9872167239164127,0.9174518456561973,0.9227087552125456,0.9317094471381554,0.8658604933633736,0.8284788655162699,0.9722074371088844,-3.447613874977848,-4.109309164664013,-3.8556391007825734,0.4692919174764926,3.5466541120313084,4.421832660240563,0.00595663526221384,0.02725923270425211,1500,0.9555156398698056,0.0003567681899631996,7.774828810735431e-05,0.00013943149990264847,0.2819558852969907,0.22615057530141736,167.88001211750213,36.684818345749406,2.6783900498864988,2.6441514504192662,2.4572938946555625,2.4713739489044393,2.495481312600086,2.3191121300142745,2.2189895499400323,2.60395072597809,26563334.788380593,1236665.211619405,3064.6882850131788,89.02585936479977,17636.674419253217,0.0,10632.86534514623,0.0,0.0,0.0,117546.41703004393,3414.595488398193,676456.3614663773,0.0,407824.5837258083,0.0,0.0,0.0
7,28471155,-inf,0.0,Infeasible trajectory,0.9807336830614674,0.9729885721120878,0.8523262785670412,0.9584476636097934,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.0323877512979346,0.018268960173200673,0.9817310398267993,"[0.11743617768158246, 0.006092691035454068, 0.5429726007922833, 0, 0.33349853049068, 0, 0, 0]",0.8,0.2,0.0,0,0,0,0,0,"[0.8, 0.2, 0.0, 0, 0, 0, 0, 0]",0.11743617768158246,0.006092691035454068,0.5429726007922833,0,0.33349853049068,0,0,0,1.765199668853777,1,0.989082378912455,0.9655644580549206,0.9188227888249584,0.8078368983824699,0.9831460445952196,0.9501374003352673,0.996106174390992,0.44312935887072236,0.32270221422168477,0.10220699199867056,0.426301785054233,0.37148969442157553,0.1174027359684394,0.10379099840040906,0.4651706429722279,10.937699069474007,8.710582429133197,12.193285979186687,7.9464768774134225,7.096771624797521,10.859201970776123,10.336549079567773,10.803989735571827,1.0,0.9899148446152397,0.9738710303073662,0.9227861228357267,0.8257975976143105,0.9871692826302996,0.963833266037223,0.9961461137996686,-4.047760239117904,-4.811263628298089,-4.881100743623389,0.5565967695227167,4.724297122875793,2.089984163242396,0.006583063134633275,0.011235468410393308,1500,0.9676122487020654,8.958592058964235e-05,1.5443167136474925e-05,1.3149197738648784e-05,0.21167169930058843,0.4784725250973207,151.90496878862265,89.00385488823551,1.765199668853777,1.7473973559082592,1.7190768202048494,1.6289017584524856,1.4576976458490254,1.7425508908016254,1.7013581620391602,1.7583967902091517,26899620.513917416,900379.4860825818,1931.7073310887283,100.21865639357387,8931.354666316432,0.0,5485.716318210839,0.0,0.0,0.0,103805.41797735725,5385.515366968513,479950.03659196245,0.0,294789.5191742839,0.0,0.0,0.0
8,370939086,-inf,0.0,Infeasible trajectory,0.9734760644870817,0.9498654990039465,0.8556548553281113,0.9453268908767857,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.03030971341105837,0.03352940084015675,0.9664705991598432,"[0.10991144001216219, 0.001845573631972446, 0.5322375531735726, 0, 0.3560054331822928, 0, 0, 0]",0.8,0.2,0.0,0,0,0,0,0,"[0.8, 0.2, 0.0, 0, 0, 0, 0, 0]",0.10991144001216219,0.001845573631972446,0.5322375531735726,0,0.3560054331822928,0,0,0,1.1292132968424677,1,0.9465026717343915,0.9709858890341123,0.9460051484485776,0.8677807410792779,0.9146488358436907,0.87926367131989,0.9806087231095073,0.17878811544536632,0.3742096567134594,0.4337707464002315,0.1387698010582068,0.37783889972236595,0.10337440830685987,0.10103248084336616,0.19421553304076353,10.373046518320594,12.401568693197301,11.672809062807435,10.69645357626107,9.067331953105874,7.644025477709724,8.272339296246612,10.303751455927745,1.0,0.9472376056188735,0.9712639977084984,0.9571366013827042,0.8737285107498863,0.943181542988974,0.918349567844425,0.9833343108785975,-3.179204063925158,-4.948231191484531,-4.183945330382969,0.3354761976899968,1.8383418979928277,4.475052161789026,0.008498824048101514,0.03181237572954827,1500,0.9696902865889416,0.0006619054181100257,1.1265975657482142e-05,6.547185858019027e-05,0.5439684539050317,0.22346108242908663,117.6633372264463,31.434307468937963,1.1292132968424677,1.0696332995340534,1.0967642209568085,1.0808113771759582,0.9866258521691387,1.065053139679545,1.0370125431594586,1.1103941790855372,26957389.967172574,842610.0328274226,3105.2410343534275,52.14153297679818,15036.886878704896,0.0,10057.940096573171,0.0,0.0,0.0,89507.24104240384,1502.95732564493,433431.81527286617,0.0,289915.8096438993,0.0,0.0,0.0
10,1768090081,-inf,0.0,Infeasible trajectory,0.9879679927368945,0.9800476827184004,0.8540831332747322,0.9774575140393736,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.056315968064550206,0.04464143037141564,0.9553585696285843,"[0.09557425703180601, 0.0009209907368342559, 0.549999650911506, 0, 0.3535051013198536, 0, 0, 0]",0.8,0.2,0.0,0,0,0,0,0,"[0.8, 0.2, 0.0, 0, 0, 0, 0, 0]",0.09557425703180601,0.0009209907368342559,0.549999650911506,0,0.3535051013198536,0,0,0,2.99247645305469,1,0.9527702446811231,0.9481587670267848,0.9802054734489261,0.8494668696763235,0.9896347123311396,0.810927449688982,0.9532082616138684,0.4346980015854208,0.4973581945029546,0.13487025516431,0.1939151730456443,0.19657824743088614,0.17157001023237006,0.2771270911215207,0.2398311528972475,9.951256729989485,9.12676785103972,10.174004980400468,7.763206538244021,9.322173026884581,10.649629148277441,9.398669758815512,9.671100291743649,1.0,0.9535778336133248,0.9597947613292809,0.9843942937012691,0.8739286001036811,0.9912922414635976,0.8276490988201439,0.9583853377558248,-3.0902394714399994,-3.3911778537742405,-4.776022623354946,0.5444237264031069,3.8932185759031905,0.8515974237544148,0.005229745408152915,0.014021288684681582,1500,0.9436840319354498,0.0008123824422260137,0.0004062769151686512,1.6748556268399205e-05,0.25685688601956014,1.1742637684263142,191.21389703618254,71.32012060293084,2.99247645305469,2.853559213242778,2.872163223043119,2.9457767444224507,2.6152107574613144,2.9664186906756203,2.476720439611215,2.8679455561871716,26234416.087805502,1565583.9121944956,6679.675764166994,64.367955293723,38439.42346599973,0.0,24706.438021378603,0.0,0.0,0.0,142949.84346477015,1377.5203255741426,822631.1817136428,0.0,528735.4614836692,0.0,0.0,0.0
12,1558326817,-inf,0.0,Infeasible trajectory,0.9833506054148107,0.9847457076379104,0.8512402655084308,0.9704370727267567,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.030040964530755304,0.03154577760826587,0.9684542223917342,"[0.12730128584399372, 0.002412627320442949, 0.5303503328236606, 0, 0.3399357540119028, 0, 0, 0]",0.8,0.2,0.0,0,0,0,0,0,"[0.8, 0.2, 0.0, 0, 0, 0, 0, 0]",0.12730128584399372,0.002412627320442949,0.5303503328236606,0,0.3399357540119028,0,0,0,1.5609583639982585,1,0.9343648459870163,0.9244662878325405,0.9330274045240222,0.8267357934089675,0.942323528747433,0.9394871242839281,0.8981245782142226,0.174265715205707,0.3942021601239112,0.1442119132934254,0.49307660497138617,0.2477960533363069,0.40970699404411415,0.22743727294771882,0.4042290039658144,9.512613296736248,8.346477145351798,8.940457686229593,11.333510270107816,9.522584659025387,8.391342784999313,12.701678236474006,12.18002501119955,1.0,0.9377763627045633,0.9426605595061509,0.9334313559073484,0.8453601582319936,0.9449661835673607,0.9434218872001474,0.899214310834565,-4.512680663346201,-4.862191738037671,-3.6203875801145378,0.24429101420987828,3.0141104952715407,1.2734085647259037,0.029529319805151936,0.03631721775382454,1500,0.9699590354692447,3.0712794695637984e-05,1.3734354787882574e-05,0.00023966930686809858,0.33177284030189813,0.7852939172081398,33.86464729287572,27.535148941707977,1.5609583639982585,1.4638298569235526,1.4714538847724044,1.4570474822218107,1.3195720095831216,1.4750528679349855,1.4726422856040917,1.4036360995241441,26964861.186045,835138.8139549973,3353.765525407975,63.56091597436717,13972.134301866983,0.0,8955.64255380595,0.0,0.0,0.0,102960.47934929104,1951.3178029357807,428944.0136331231,0.0,274937.8998725923,0.0,0.0,0.0
13,1561816038,-inf,0.0,Infeasible trajectory,0.9906254139132447,0.9808957167343444,0.8516113493889228,0.9532405610119628,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.055923687512878614,0.026421064557399426,0.9735789354426005,"[0.0844082657144883, 0.011981111119151169, 0.5346750228687374, 0, 0.3689356002976233, 0, 0, 0]",0.8,0.2,0.0,0,0,0,0,0,"[0.8, 0.2, 0.0, 0, 0, 0, 0, 0]",0.0844082657144883,0.011981111119151169,0.5346750228687374,0,0.3689356002976233,0,0,0,2.2706027517436613,1,0.9722483491514302,0.9866455151844797,0.9264016644772484,0.9455811176859997,0.9874702274137592,0.876681720524049,0.9482524405946265,0.4141142450588232,0.497679171961267,0.13367320420472475,0.4466021499796311,0.12042450024140479,0.47752111863554747,0.16162106488165495,0.22867935119644311,9.349504885274527,12.532729464530359,8.361477498210323,10.076851071314415,12.160038438764044,7.191587117016774,12.351023245466127,9.462536534240058,1.0,0.9723364692149618,0.9902723740575268,0.9276467823705147,0.9568176825951101,0.9880841261690513,0.893616623644901,0.9547566561753921,-4.562910564061128,-3.295983969213017,-4.52941016630232,0.4409558440377143,4.39082856514211,1.4717286180947373,0.017248960656008727,0.02378857371525118,1500,0.9440763124871214,2.7358320687562823e-05,0.0005058433334746695,2.9552201117529214e-05,0.22774744792789123,0.6794730955864504,57.974507562671434,42.03698851263564,2.2706027517436613,2.207789862620208,2.2485151775107486,2.106317336696644,2.17255286301745,2.243546535833679,2.029048364651992,2.167873090757422,26245321.48714197,1554678.5128580253,3467.1759829450743,492.1392516442481,21962.45097893175,0.0,15154.495140702556,0.0,0.0,0.0,127760.54103098063,18134.636765464442,809285.3184369676,0.0,558421.7552703893,0.0,0.0,0.0
14,206903558,-inf,0.0,Infeasible trajectory,0.963408848514901,0.9887835164678582,0.8469581516329889,0.9623613308865157,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.043583674908308064,0.04986812133332604,0.9501318786666739,"[0.11701289522660968, 0.0024656146617293667, 0.5517827482941432, 0, 0.32873874181751767, 0, 0, 0]",0.8,0.2,0.0,0,0,0,0,0,"[0.8, 0.2, 0.0, 0, 0, 0, 0, 0]",0.11701289522660968,0.0024656146617293667,0.5517827482941432,0,0.32873874181751767,0,0,0,2.645992828290482,1,0.991954575467846,0.9802993205861612,0.9445112936225074,0.8695947934823913,0.885270257419672,0.9532705753505429,0.7014304601100723,0.42880313202352915,0.43914279216644325,0.34777976911332004,0.30419432498686794,0.2934765212344952,0.3838281474542691,0.40612813644751755,0.3996332118605964,10.951765686782732,12.43858366728269,12.558406854065495,12.585487958382767,7.397118086752994,8.914391170183025,8.274187550439184,10.376426077047356,1.0,0.992035240741242,0.9807846256139227,0.9466311166595831,0.8916912035262252,0.8927615096590841,0.9566364409968849,0.7114999684777147,-4.648643732280719,-4.793819579514659,-4.7350108172316965,0.5742904984245852,1.9548079211627274,4.406614911605782,0.03483151916655916,0.02053445395056609,1500,0.9564163250916919,2.24572341778334e-05,1.6076089689602655e-05,1.8407261528337755e-05,0.511559212122077,0.22693156086007918,28.709629207332252,48.69864094790951,2.645992828290482,2.6249181324127484,2.5951490854720047,2.5047791457178676,2.3594085295801004,2.3622405519317202,2.5312531621590884,1.882623813920937,26588373.83754903,1211626.162450964,7070.097045327903,148.97618677882048,33339.552626420074,0.0,19862.894621210082,0.0,0.0,0.0,134705.7881553659,2838.4270438951644,635214.8611958589,0.0,378445.5655761071,0.0,0.0,0.0
